CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2022-05-28 03:18:55.4540967,C:\Windows\System32\config\SAM.LOG1,C:\temp\shimcache\tout\C\Windows\System32\config\SAM.LOG1,65536,ED9DF3D0B9EE39BEC92BF8031648A9BE090F0D2D,True,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,00:00:00
2022-05-28 03:18:55.5167369,C:\Windows\System32\config\SAM.LOG2,C:\temp\shimcache\tout\C\Windows\System32\config\SAM.LOG2,49152,F5D6A2180275DCB0F37AA23A0E89A168519892DB,True,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,00:00:00.0157289
2022-05-28 03:18:55.5167369,C:\Windows\System32\config\SECURITY.LOG1,C:\temp\shimcache\tout\C\Windows\System32\config\SECURITY.LOG1,28672,F491634DC33BA3BD56D1D82A0FAA51FF2202B47A,True,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,00:00:00
2022-05-28 03:18:55.5321550,C:\Windows\System32\config\SECURITY.LOG2,C:\temp\shimcache\tout\C\Windows\System32\config\SECURITY.LOG2,90112,0D1DBC767C926F829FFED35E35B43A5989C665A5,True,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,2021-06-05 12:01:25.2341373,00:00:00
2022-05-28 03:18:55.7511745,C:\Windows\System32\config\SOFTWARE.LOG1,C:\temp\shimcache\tout\C\Windows\System32\config\SOFTWARE.LOG1,3244032,AC1258D86BEFDA7A4ED5D4FCA172BD7606E55F17,True,2021-06-05 12:01:25.2027708,2021-06-05 12:01:25.2027708,2021-06-05 12:01:25.2027708,00:00:00.0156771
2022-05-28 03:18:56.7509795,C:\Windows\System32\config\SOFTWARE.LOG2,C:\temp\shimcache\tout\C\Windows\System32\config\SOFTWARE.LOG2,14286848,83743BA98E1284EE862672779889F3ECCE82F438,True,2021-06-05 12:01:25.2027708,2021-06-05 12:01:25.2027708,2021-06-05 12:01:25.2027708,00:00:00.0936726
2022-05-28 03:18:56.7977539,C:\Windows\System32\config\SYSTEM.LOG1,C:\temp\shimcache\tout\C\Windows\System32\config\SYSTEM.LOG1,688128,35DD528E3B7FF04976C7413A35FEC6BFE6125183,True,2021-06-05 12:01:25.2184107,2021-06-05 12:01:25.2184107,2021-06-05 12:01:25.2184107,00:00:00
2022-05-28 03:18:56.9697887,C:\Windows\System32\config\SYSTEM.LOG2,C:\temp\shimcache\tout\C\Windows\System32\config\SYSTEM.LOG2,2162688,53122A21011EF6EC17FC88367D9BF92D030F2E69,True,2021-06-05 12:01:25.2184107,2021-06-05 12:01:25.2184107,2021-06-05 12:01:25.2184107,00:00:00.0156448
2022-05-28 03:18:56.9697887,C:\Windows\System32\config\SAM,C:\temp\shimcache\tout\C\Windows\System32\config\SAM,65536,8CD75030EDA763D81602FE23A22F08B01784A733,True,2021-06-05 12:01:25.1871455,2022-03-05 13:31:39.8249097,2022-03-05 13:31:39.8249097,00:00:00
2022-05-28 03:18:56.9852602,C:\Windows\System32\config\SECURITY,C:\temp\shimcache\tout\C\Windows\System32\config\SECURITY,32768,0DC5AAF65327837462D90F80EFBAAE508ABA72F7,True,2021-06-05 12:01:25.1871455,2022-03-05 13:31:39.8249097,2022-03-05 13:31:39.8249097,00:00:00
