Registry Key,Change Type,Value Name,Value Data,Value Type,Data Length,Value Data Changed To,Value Type Changed To,Data Length Changed To,Key Modified Time 1,Key Modified Time 2
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0004,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0005,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0008,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0009,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000006500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\000E,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Device Parameters,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912},Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912}\000A,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0007,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0003,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0064,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0065,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0002,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0003,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0004,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0005,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0008,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0009,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000007500000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\000E,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Device Parameters,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912},Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912}\000A,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2},Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0007,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e},Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29},Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0003,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0064,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0065,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6},Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0002,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0003,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0004,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0005,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0006,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0008,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0009,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\STORAGE\Volume\{b52fb363-651a-11ec-a651-806e6f6e6963}#0000000EDAD00000\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\000E,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{1f39ec81-2edf-49fe-bbbf-862f89e3f5b2},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{1f39ec81-2edf-49fe-bbbf-862f89e3f5b2}\0002,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912},Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912}\000A,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0004,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0007,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0019,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{78c34fc8-104a-4aca-9ea4-524d52996e57},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{78c34fc8-104a-4aca-9ea4-524d52996e57}\005A,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{80d81ea6-7473-4b0c-8216-efc11a2c4c8b},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{80d81ea6-7473-4b0c-8216-efc11a2c4c8b}\0003,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0003,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0006,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\000A,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0064,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0065,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0066,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0002,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0003,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0004,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0005,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0008,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0009,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\000E,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{a8b865dd-2e3d-4094-ad97-e593a70c75d6}\0011,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{cf73bb51-3abf-44a2-85e0-9a3dc7a12132},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.0.00000000}.{2ef84cef-313e-44c2-8493-64d3d54036cf}\Properties\{cf73bb51-3abf-44a2-85e0-9a3dc7a12132}\0006,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{1f39ec81-2edf-49fe-bbbf-862f89e3f5b2},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{1f39ec81-2edf-49fe-bbbf-862f89e3f5b2}\0002,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912},Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{3464f7a4-2444-40b1-980a-e0903cb6d912}\000A,Added Key,,,,,,,,,2021-12-25 00:39
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0004,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0007,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0019,Added Key,,,,,,,,,2021-12-25 00:37
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{78c34fc8-104a-4aca-9ea4-524d52996e57},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{78c34fc8-104a-4aca-9ea4-524d52996e57}\005A,Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e},Added Key,,,,,,,,,2021-12-25 00:36
HKEY_LOCAL_MACHINE\System\ControlSet001\Enum\SWD\MMDEVAPI\{0.0.1.00000000}.{aa7e12fc-91cc-471e-9dba-637a778bb8ad}\Properties\{80497100-8c73-48b9-aad9-ce387e19c56e}\0006,Added Key,,,,,,,,,2021-12-25 00:36
